Partner,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,StreamingMovies,DeviceProtection,Contract,tenure,Dependents,Churn
False,True,Fiber optic,Electronic check,True,94.1,True,True,Month-to-month,20,False,True
True,False,Fiber optic,Electronic check,True,94.2,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Electronic check,True,80.5,False,False,Month-to-month,6,True,True
True,True,Fiber optic,Electronic check,True,74.35,False,False,Month-to-month,5,False,True
False,False,Fiber optic,Bank transfer (automatic),False,104.8,True,True,Month-to-month,40,False,True
True,True,Fiber optic,Bank transfer (automatic),True,75.2,False,False,Month-to-month,27,False,True
False,False,Fiber optic,Bank transfer (automatic),False,75.6,False,False,Month-to-month,23,False,True
True,False,Fiber optic,Electronic check,True,100.05,True,True,Month-to-month,34,False,True
False,False,Fiber optic,Electronic check,True,85.0,True,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),True,86.05,False,False,Month-to-month,10,False,True
False,False,DSL,Credit card (automatic),True,45.55,False,False,Month-to-month,13,False,True
True,False,Fiber optic,Mailed check,True,86.3,False,False,Month-to-month,39,True,True
False,False,Fiber optic,Bank transfer (automatic),True,80.35,False,False,Month-to-month,32,False,True
False,False,Fiber optic,Electronic check,True,100.25,True,True,Month-to-month,35,False,True
True,False,Fiber optic,Credit card (automatic),False,100.3,True,False,One year,56,False,True
True,False,No,Mailed check,False,19.0,False,False,Month-to-month,12,True,True
False,False,Fiber optic,Mailed check,False,75.3,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,89.2,False,True,Month-to-month,4,False,True
False,True,Fiber optic,Electronic check,True,85.7,False,False,Month-to-month,1,False,True
False,False,DSL,Mailed check,True,61.65,False,True,Month-to-month,12,False,True
True,True,Fiber optic,Bank transfer (automatic),False,105.25,True,True,Month-to-month,65,False,True
True,False,DSL,Electronic check,True,29.95,False,False,Month-to-month,9,True,True
True,False,DSL,Mailed check,False,65.0,False,True,Month-to-month,9,True,True
False,False,No,Bank transfer (automatic),False,20.0,False,False,Month-to-month,7,False,True
True,True,Fiber optic,Credit card (automatic),False,90.05,True,False,Month-to-month,49,False,True
True,True,Fiber optic,Bank transfer (automatic),True,110.75,True,True,Month-to-month,43,True,True
True,False,Fiber optic,Electronic check,True,105.5,True,True,Month-to-month,65,True,True
True,True,Fiber optic,Bank transfer (automatic),True,104.55,True,True,One year,56,True,True
True,False,Fiber optic,Electronic check,True,85.25,True,False,Month-to-month,10,False,True
True,False,DSL,Electronic check,False,56.15,False,False,Month-to-month,43,True,True
False,False,Fiber optic,Electronic check,True,89.55,True,False,Month-to-month,1,False,True
True,True,Fiber optic,Electronic check,True,94.55,True,False,Month-to-month,20,False,True
False,False,DSL,Mailed check,True,45.7,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,False,89.5,True,False,Month-to-month,2,False,True
False,False,Fiber optic,Bank transfer (automatic),True,69.55,False,False,Month-to-month,3,False,True
False,False,Fiber optic,Mailed check,True,74.6,False,True,Month-to-month,1,False,True
False,True,No,Electronic check,False,19.65,False,False,Month-to-month,8,False,True
True,False,No,Mailed check,False,19.85,False,False,One year,2,True,True
False,False,Fiber optic,Electronic check,False,69.65,False,False,Month-to-month,2,False,True
False,False,DSL,Mailed check,False,45.65,False,False,Month-to-month,4,False,True
False,False,Fiber optic,Mailed check,True,75.05,False,False,Month-to-month,1,False,True
False,True,DSL,Electronic check,True,49.15,True,False,Month-to-month,52,False,True
False,False,DSL,Electronic check,True,34.7,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Electronic check,False,80.0,True,False,Month-to-month,1,True,True
False,True,DSL,Electronic check,True,49.25,False,False,Month-to-month,2,False,True
False,False,Fiber optic,Credit card (automatic),True,75.1,False,False,Month-to-month,3,False,True
True,False,DSL,Electronic check,True,50.15,False,True,Month-to-month,3,True,True
False,False,Fiber optic,Bank transfer (automatic),True,79.85,False,False,Month-to-month,25,False,True
False,False,No,Mailed check,False,19.55,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,85.95,True,False,Month-to-month,4,True,True
False,False,DSL,Electronic check,True,45.35,False,False,Month-to-month,3,False,True
True,True,Fiber optic,Electronic check,True,94.5,True,False,Month-to-month,33,False,True
False,True,Fiber optic,Credit card (automatic),False,91.7,False,True,Month-to-month,30,False,True
False,False,Fiber optic,Electronic check,True,87.25,False,True,Month-to-month,45,False,True
False,False,Fiber optic,Electronic check,False,98.55,True,False,Month-to-month,10,False,True
False,True,Fiber optic,Electronic check,True,98.55,True,True,Month-to-month,20,False,True
False,False,Fiber optic,Bank transfer (automatic),True,85.9,True,False,Month-to-month,15,True,True
False,False,Fiber optic,Electronic check,False,89.25,True,False,Month-to-month,22,False,True
True,False,Fiber optic,Electronic check,True,70.3,False,False,Month-to-month,3,False,True
False,False,Fiber optic,Electronic check,True,93.35,True,False,Month-to-month,15,False,True
False,False,No,Mailed check,False,19.9,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Mailed check,True,88.9,True,True,Month-to-month,5,False,True
True,False,Fiber optic,Electronic check,True,95.8,True,True,One year,33,False,True
False,False,Fiber optic,Electronic check,True,82.0,False,False,Month-to-month,2,False,True
False,False,DSL,Electronic check,False,45.35,False,False,Month-to-month,2,False,True
False,False,DSL,Electronic check,True,52.2,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,110.0,True,True,One year,46,False,True
False,False,Fiber optic,Electronic check,True,96.75,True,True,One year,62,False,True
False,False,Fiber optic,Electronic check,True,98.5,True,False,Month-to-month,10,False,True
False,False,Fiber optic,Electronic check,True,85.35,False,False,Month-to-month,6,False,True
True,False,Fiber optic,Electronic check,True,101.3,True,False,Month-to-month,40,False,True
False,False,Fiber optic,Electronic check,True,69.55,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),True,103.25,True,True,One year,58,False,True
False,False,Fiber optic,Credit card (automatic),True,104.0,True,False,Two year,70,False,True
False,False,Fiber optic,Mailed check,True,86.2,True,True,Month-to-month,2,False,True
True,False,Fiber optic,Electronic check,True,111.2,True,True,Month-to-month,21,False,True
True,False,Fiber optic,Credit card (automatic),True,89.45,False,True,Month-to-month,16,True,True
True,True,Fiber optic,Bank transfer (automatic),True,95.6,True,False,Month-to-month,7,False,True
True,False,Fiber optic,Electronic check,False,90.95,False,True,One year,60,True,True
True,False,Fiber optic,Electronic check,False,108.55,True,False,One year,50,False,True
False,True,Fiber optic,Electronic check,True,78.85,False,False,Month-to-month,4,False,True
False,False,DSL,Mailed check,False,44.4,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,100.0,True,True,One year,55,False,True
True,False,No,Bank transfer (automatic),False,19.8,False,False,One year,12,True,True
False,False,Fiber optic,Electronic check,True,89.9,True,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,100.15,True,True,One year,62,True,True
False,False,DSL,Electronic check,False,50.8,False,False,Month-to-month,1,False,True
True,True,Fiber optic,Electronic check,True,73.65,False,False,Month-to-month,20,False,True
False,False,Fiber optic,Electronic check,True,95.1,True,False,Month-to-month,3,False,True
False,False,Fiber optic,Credit card (automatic),True,94.65,True,False,Month-to-month,22,False,True
True,False,Fiber optic,Mailed check,True,80.6,False,True,Month-to-month,4,False,True
True,False,Fiber optic,Electronic check,False,85.55,True,False,One year,59,False,True
False,False,DSL,Electronic check,True,50.8,True,False,Month-to-month,60,False,True
False,False,Fiber optic,Electronic check,False,105.1,True,True,Month-to-month,15,False,True
False,False,Fiber optic,Electronic check,True,110.1,True,True,Month-to-month,10,False,True
False,False,Fiber optic,Electronic check,False,83.9,True,True,Month-to-month,6,False,True
True,False,Fiber optic,Electronic check,True,100.55,False,True,Month-to-month,63,True,True
True,False,Fiber optic,Bank transfer (automatic),True,103.85,True,True,Month-to-month,50,True,True
False,False,Fiber optic,Bank transfer (automatic),True,98.9,True,False,Month-to-month,12,False,True
False,False,Fiber optic,Credit card (automatic),False,98.3,True,True,Month-to-month,9,False,True
False,False,Fiber optic,Electronic check,False,93.85,True,False,Month-to-month,17,False,True
False,True,Fiber optic,Electronic check,True,100.5,True,True,Month-to-month,9,False,True
False,True,Fiber optic,Electronic check,True,72.85,False,False,Month-to-month,10,False,True
True,True,Fiber optic,Electronic check,True,73.55,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,79.4,False,False,Month-to-month,3,False,True
False,False,Fiber optic,Electronic check,True,81.15,False,True,Month-to-month,13,False,True
False,True,Fiber optic,Electronic check,True,84.6,True,False,Month-to-month,4,False,True
False,False,Fiber optic,Electronic check,True,79.05,False,False,Month-to-month,6,False,True
False,False,Fiber optic,Bank transfer (automatic),False,74.4,False,False,Month-to-month,3,False,True
False,True,Fiber optic,Electronic check,True,99.05,True,True,Month-to-month,35,False,True
False,True,DSL,Mailed check,False,44.95,False,False,Month-to-month,2,False,True
True,False,DSL,Credit card (automatic),False,44.7,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Credit card (automatic),False,100.3,True,False,Month-to-month,8,False,True
False,False,No,Electronic check,False,19.25,False,False,Month-to-month,7,False,True
False,False,Fiber optic,Electronic check,True,96.0,True,False,Month-to-month,2,False,True
False,False,Fiber optic,Electronic check,False,90.55,True,False,Month-to-month,1,False,True
True,True,DSL,Electronic check,True,30.35,False,False,Month-to-month,44,False,True
False,False,Fiber optic,Electronic check,True,108.05,True,True,Two year,71,False,True
False,False,Fiber optic,Electronic check,True,69.9,False,False,Month-to-month,1,False,True
True,True,Fiber optic,Electronic check,True,103.75,True,True,One year,62,False,True
False,False,Fiber optic,Electronic check,True,86.6,True,False,Month-to-month,1,False,True
True,True,Fiber optic,Bank transfer (automatic),True,80.6,False,False,Month-to-month,33,False,True
False,False,Fiber optic,Credit card (automatic),False,85.3,False,False,Month-to-month,35,False,True
False,False,Fiber optic,Credit card (automatic),True,70.0,False,False,Month-to-month,34,False,True
False,True,Fiber optic,Electronic check,True,94.3,True,False,Month-to-month,4,False,True
False,False,Fiber optic,Electronic check,True,95.35,True,True,Month-to-month,7,False,True
True,True,Fiber optic,Electronic check,True,75.5,False,False,Month-to-month,27,False,True
False,False,Fiber optic,Electronic check,True,90.1,True,False,Month-to-month,18,False,True
False,False,Fiber optic,Electronic check,False,68.95,False,False,Month-to-month,2,False,True
True,False,Fiber optic,Credit card (automatic),True,99.55,True,False,Month-to-month,32,True,True
True,False,DSL,Electronic check,False,57.45,True,True,Month-to-month,18,True,True
True,False,DSL,Credit card (automatic),False,53.65,True,False,One year,12,True,True
False,True,Fiber optic,Electronic check,True,100.6,True,True,Month-to-month,8,False,True
True,False,Fiber optic,Electronic check,True,83.75,False,False,Month-to-month,26,True,True
True,True,Fiber optic,Mailed check,True,88.3,False,False,Month-to-month,3,True,True
False,True,Fiber optic,Electronic check,True,92.1,True,True,Month-to-month,8,False,True
True,False,Fiber optic,Electronic check,True,79.45,False,False,Month-to-month,38,False,True
False,True,Fiber optic,Credit card (automatic),False,90.45,True,False,Month-to-month,14,False,True
True,False,Fiber optic,Bank transfer (automatic),True,69.75,False,False,Month-to-month,32,True,True
False,False,No,Mailed check,False,19.65,False,False,Month-to-month,1,False,True
False,True,DSL,Electronic check,True,43.65,True,True,Month-to-month,12,False,True
False,False,DSL,Electronic check,False,39.5,True,True,Month-to-month,5,False,True
True,False,Fiber optic,Bank transfer (automatic),True,97.1,True,False,Month-to-month,40,False,True
False,False,Fiber optic,Electronic check,True,80.0,True,False,Month-to-month,5,False,True
False,False,Fiber optic,Mailed check,True,84.7,False,False,Month-to-month,10,False,True
True,False,Fiber optic,Bank transfer (automatic),True,89.55,True,False,Month-to-month,2,True,True
False,False,Fiber optic,Electronic check,True,90.6,False,False,Month-to-month,23,False,True
False,False,Fiber optic,Bank transfer (automatic),True,90.05,False,False,Month-to-month,23,False,True
True,False,Fiber optic,Bank transfer (automatic),True,99.05,True,False,Month-to-month,49,False,True
False,False,Fiber optic,Bank transfer (automatic),False,69.75,False,False,Month-to-month,2,False,True
False,False,DSL,Credit card (automatic),True,49.05,False,False,Month-to-month,2,False,True
False,False,Fiber optic,Bank transfer (automatic),True,98.05,True,True,Month-to-month,7,False,True
False,False,Fiber optic,Bank transfer (automatic),True,114.5,True,True,Month-to-month,41,False,True
False,False,Fiber optic,Electronic check,True,80.95,True,False,Month-to-month,2,False,True
False,True,Fiber optic,Electronic check,True,74.3,False,True,Month-to-month,13,False,True
False,True,Fiber optic,Bank transfer (automatic),False,89.7,True,False,Month-to-month,11,False,True
True,True,Fiber optic,Credit card (automatic),True,100.45,True,True,Month-to-month,17,False,True
True,False,Fiber optic,Electronic check,True,90.4,True,False,One year,25,True,True
True,False,DSL,Mailed check,True,56.15,False,True,Month-to-month,3,True,True
False,False,Fiber optic,Bank transfer (automatic),True,94.4,True,True,Month-to-month,4,False,True
True,False,Fiber optic,Credit card (automatic),True,78.95,False,True,Month-to-month,37,False,True
False,False,DSL,Credit card (automatic),True,44.85,True,False,One year,19,False,True
True,True,Fiber optic,Electronic check,True,105.65,True,True,Month-to-month,39,False,True
False,False,Fiber optic,Mailed check,False,74.65,False,True,Month-to-month,7,False,True
True,False,DSL,Bank transfer (automatic),True,64.7,False,False,Month-to-month,14,False,True
True,True,Fiber optic,Bank transfer (automatic),True,104.05,True,True,Month-to-month,11,False,True
False,False,DSL,Electronic check,True,35.55,True,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,95.15,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Mailed check,True,96.65,True,True,Month-to-month,13,True,True
True,True,Fiber optic,Electronic check,True,80.4,False,False,Month-to-month,3,False,True
False,False,DSL,Mailed check,True,31.35,False,False,Month-to-month,1,True,True
False,False,Fiber optic,Bank transfer (automatic),True,89.75,False,False,Month-to-month,12,False,True
True,False,Fiber optic,Electronic check,True,94.4,True,False,One year,60,False,True
False,False,No,Electronic check,True,19.85,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Credit card (automatic),True,109.9,True,True,Month-to-month,6,False,True
False,False,Fiber optic,Electronic check,True,101.35,True,True,Month-to-month,15,False,True
False,True,DSL,Bank transfer (automatic),True,60.05,False,True,Month-to-month,21,False,True
False,False,DSL,Electronic check,True,60.15,True,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,90.45,False,True,Month-to-month,7,False,True
True,False,Fiber optic,Bank transfer (automatic),True,94.25,True,False,One year,53,False,True
False,False,Fiber optic,Electronic check,True,74.9,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,80.25,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,69.0,False,False,Month-to-month,17,True,True
True,False,DSL,Electronic check,True,66.35,True,False,Month-to-month,11,True,True
False,False,Fiber optic,Bank transfer (automatic),True,86.0,True,False,Month-to-month,19,False,True
True,False,Fiber optic,Electronic check,True,80.3,True,False,Month-to-month,3,True,True
False,False,Fiber optic,Credit card (automatic),True,90.55,False,False,Month-to-month,24,False,True
False,False,Fiber optic,Electronic check,True,75.9,False,False,Month-to-month,2,False,True
True,False,DSL,Mailed check,True,45.85,False,False,Month-to-month,1,True,True
True,False,DSL,Electronic check,True,49.95,True,False,Month-to-month,16,False,True
True,False,Fiber optic,Electronic check,False,78.3,False,False,Month-to-month,34,True,True
False,False,Fiber optic,Electronic check,True,76.95,False,False,Month-to-month,3,False,True
False,True,Fiber optic,Electronic check,True,96.15,True,False,Month-to-month,16,False,True
False,False,DSL,Electronic check,False,45.3,False,False,Month-to-month,1,False,True
False,False,No,Bank transfer (automatic),False,19.4,False,False,Month-to-month,15,False,True
False,False,Fiber optic,Electronic check,False,90.15,False,False,Month-to-month,11,False,True
False,False,DSL,Mailed check,False,45.05,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,False,75.8,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,79.3,True,False,Month-to-month,7,False,True
False,False,DSL,Electronic check,True,30.9,False,False,Month-to-month,2,False,True
False,True,Fiber optic,Credit card (automatic),False,95.25,True,False,One year,46,False,True
True,True,Fiber optic,Bank transfer (automatic),True,89.6,True,False,Month-to-month,68,False,True
True,False,Fiber optic,Electronic check,True,110.15,True,True,One year,59,False,True
True,True,Fiber optic,Electronic check,True,89.5,True,False,Month-to-month,7,False,True
True,False,Fiber optic,Electronic check,False,75.0,False,False,Month-to-month,8,False,True
False,False,DSL,Electronic check,False,44.75,False,False,Month-to-month,6,False,True
True,False,DSL,Electronic check,True,44.05,False,False,Month-to-month,11,False,True
True,True,Fiber optic,Bank transfer (automatic),True,85.6,True,False,Month-to-month,15,False,True
False,False,Fiber optic,Credit card (automatic),False,115.55,True,True,One year,70,False,True
False,True,Fiber optic,Electronic check,True,86.6,False,False,Month-to-month,16,False,True
False,False,Fiber optic,Electronic check,True,85.2,False,False,Month-to-month,18,False,True
True,False,Fiber optic,Electronic check,True,97.65,True,False,Month-to-month,34,False,True
True,False,Fiber optic,Electronic check,True,109.55,True,True,Month-to-month,47,False,True
True,False,Fiber optic,Electronic check,True,89.55,False,True,One year,39,True,True
False,False,No,Mailed check,True,19.45,False,False,Month-to-month,1,True,True
True,False,No,Mailed check,False,20.35,False,False,Month-to-month,4,True,True
False,True,Fiber optic,Electronic check,True,69.25,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Bank transfer (automatic),True,99.5,True,True,One year,59,False,True
False,False,DSL,Mailed check,True,45.0,False,False,Month-to-month,2,False,True
True,False,Fiber optic,Credit card (automatic),True,105.0,True,True,Month-to-month,66,False,True
False,False,DSL,Credit card (automatic),True,54.7,False,False,Month-to-month,3,True,True
True,False,Fiber optic,Electronic check,True,87.25,True,True,Month-to-month,14,True,True
True,False,Fiber optic,Electronic check,True,79.95,False,False,Month-to-month,10,False,True
False,False,Fiber optic,Electronic check,True,88.35,False,False,Month-to-month,18,False,True
False,False,Fiber optic,Electronic check,True,94.75,True,False,Month-to-month,9,False,True
False,True,Fiber optic,Electronic check,True,95.05,True,False,Month-to-month,13,False,True
False,False,Fiber optic,Electronic check,False,78.45,False,False,Month-to-month,4,False,True
False,False,Fiber optic,Electronic check,True,70.2,False,False,Month-to-month,4,False,True
True,False,DSL,Bank transfer (automatic),True,41.05,True,False,Month-to-month,59,False,True
True,False,Fiber optic,Electronic check,True,85.6,False,False,Month-to-month,10,False,True
False,True,Fiber optic,Electronic check,True,79.2,False,False,Month-to-month,1,False,True
False,False,DSL,Mailed check,True,70.0,True,True,One year,5,False,True
False,False,DSL,Bank transfer (automatic),True,49.95,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,69.25,False,False,Month-to-month,22,False,True
True,True,Fiber optic,Electronic check,True,94.25,True,True,Month-to-month,34,False,True
True,False,DSL,Electronic check,True,73.0,True,True,One year,41,False,True
False,False,Fiber optic,Credit card (automatic),True,100.05,True,True,One year,64,False,True
False,True,Fiber optic,Credit card (automatic),True,99.8,True,True,Month-to-month,4,False,True
False,False,DSL,Electronic check,True,35.0,True,False,Month-to-month,18,True,True
False,False,Fiber optic,Electronic check,False,76.0,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,93.85,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Electronic check,True,84.3,False,True,Month-to-month,15,False,True
False,True,Fiber optic,Credit card (automatic),True,84.4,True,False,Month-to-month,9,False,True
True,False,Fiber optic,Electronic check,True,101.1,True,True,Month-to-month,15,False,True
False,False,DSL,Electronic check,True,50.45,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Mailed check,True,99.95,True,False,Month-to-month,12,False,True
False,False,Fiber optic,Electronic check,True,91.4,False,True,Month-to-month,2,False,True
False,True,Fiber optic,Credit card (automatic),True,75.55,False,True,Month-to-month,5,False,True
False,False,Fiber optic,Credit card (automatic),False,80.8,False,False,Month-to-month,4,True,True
True,False,Fiber optic,Electronic check,True,100.0,True,False,Month-to-month,16,False,True
False,False,No,Electronic check,False,20.55,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,85.3,False,True,Month-to-month,5,False,True
False,False,Fiber optic,Electronic check,False,70.4,False,False,Month-to-month,4,False,True
False,False,Fiber optic,Bank transfer (automatic),False,98.8,True,False,Month-to-month,37,False,True
True,False,Fiber optic,Credit card (automatic),True,74.4,False,False,Month-to-month,13,True,True
False,False,Fiber optic,Electronic check,True,98.75,True,True,Month-to-month,24,False,True
True,False,Fiber optic,Electronic check,True,106.0,True,False,One year,61,True,True
False,False,Fiber optic,Electronic check,True,104.7,True,True,Month-to-month,41,False,True
False,True,Fiber optic,Electronic check,True,96.7,True,False,Month-to-month,22,False,True
False,False,DSL,Credit card (automatic),True,55.05,False,False,Month-to-month,2,False,True
False,True,Fiber optic,Electronic check,True,88.2,False,False,Month-to-month,19,False,True
True,False,No,Mailed check,True,19.75,False,False,One year,8,True,True
False,True,Fiber optic,Electronic check,False,75.65,False,False,Month-to-month,15,False,True
False,True,Fiber optic,Electronic check,True,74.7,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,76.65,False,True,Month-to-month,17,False,True
False,False,DSL,Electronic check,True,42.6,True,False,Month-to-month,2,False,True
False,False,DSL,Bank transfer (automatic),True,68.85,True,True,Month-to-month,29,False,True
True,False,Fiber optic,Credit card (automatic),False,90.0,True,True,Month-to-month,2,True,True
False,False,Fiber optic,Electronic check,False,75.35,False,True,Month-to-month,14,False,True
False,False,Fiber optic,Electronic check,False,100.85,True,False,Month-to-month,8,False,True
True,False,Fiber optic,Electronic check,False,69.95,False,False,Month-to-month,5,False,True
True,False,Fiber optic,Electronic check,True,107.5,True,True,One year,63,False,True
False,False,DSL,Mailed check,True,45.85,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Bank transfer (automatic),True,106.1,True,True,One year,53,False,True
False,False,Fiber optic,Electronic check,False,91.7,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Credit card (automatic),True,95.6,True,True,Month-to-month,16,False,True
False,False,Fiber optic,Electronic check,True,74.95,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,95.35,True,False,Month-to-month,10,False,True
False,True,DSL,Electronic check,False,45.0,False,False,Month-to-month,3,False,True
False,False,Fiber optic,Electronic check,False,99.5,True,True,Month-to-month,66,False,True
True,False,Fiber optic,Bank transfer (automatic),False,98.6,True,True,One year,17,True,True
False,False,DSL,Mailed check,True,59.5,False,False,Month-to-month,7,False,True
True,True,Fiber optic,Electronic check,True,80.45,True,False,Month-to-month,12,False,True
True,False,Fiber optic,Credit card (automatic),True,77.95,False,False,Month-to-month,42,True,True
False,True,Fiber optic,Electronic check,True,74.7,False,False,Month-to-month,2,False,True
False,True,Fiber optic,Electronic check,True,88.8,False,True,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,90.25,True,False,Month-to-month,30,False,True
False,False,DSL,Bank transfer (automatic),True,64.65,True,False,Month-to-month,15,False,True
True,True,Fiber optic,Bank transfer (automatic),True,89.05,True,False,Month-to-month,13,False,True
True,False,Fiber optic,Electronic check,False,87.4,False,True,One year,67,True,True
False,True,Fiber optic,Electronic check,True,94.75,True,False,Month-to-month,23,False,True
False,False,Fiber optic,Electronic check,True,86.45,False,False,Month-to-month,35,False,True
True,False,Fiber optic,Electronic check,True,98.25,True,False,One year,56,False,True
True,False,Fiber optic,Bank transfer (automatic),True,75.75,False,True,Month-to-month,9,False,True
True,True,Fiber optic,Bank transfer (automatic),True,85.35,False,True,Month-to-month,17,False,True
False,False,Fiber optic,Credit card (automatic),True,106.1,True,True,One year,48,False,True
False,True,DSL,Electronic check,True,45.05,False,False,Month-to-month,17,False,True
False,False,Fiber optic,Mailed check,True,109.8,True,True,Month-to-month,34,False,True
False,True,Fiber optic,Electronic check,True,84.65,False,False,Month-to-month,42,False,True
True,False,Fiber optic,Bank transfer (automatic),True,79.5,False,False,Month-to-month,11,True,True
False,False,Fiber optic,Mailed check,False,85.8,True,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,79.1,False,False,Month-to-month,1,False,True
True,False,DSL,Mailed check,False,44.3,False,False,Month-to-month,3,True,True
True,False,Fiber optic,Credit card (automatic),False,105.95,True,True,Month-to-month,50,True,True
False,False,Fiber optic,Electronic check,True,69.75,False,False,Month-to-month,5,False,True
True,False,Fiber optic,Electronic check,True,94.65,True,False,Month-to-month,51,False,True
False,False,Fiber optic,Bank transfer (automatic),False,96.05,True,False,Month-to-month,46,False,True
False,True,DSL,Mailed check,True,50.15,False,True,Month-to-month,1,True,True
True,False,Fiber optic,Bank transfer (automatic),True,113.6,True,True,Month-to-month,41,False,True
False,False,Fiber optic,Electronic check,True,78.9,False,False,Month-to-month,29,False,True
True,False,DSL,Electronic check,True,60.05,False,False,Month-to-month,26,True,True
False,False,DSL,Electronic check,True,34.7,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,85.3,True,False,Month-to-month,3,False,True
True,False,Fiber optic,Credit card (automatic),True,102.45,True,True,One year,66,True,True
True,False,Fiber optic,Bank transfer (automatic),True,104.4,True,True,Month-to-month,21,False,True
False,False,Fiber optic,Electronic check,True,99.75,True,True,Month-to-month,1,True,True
False,False,DSL,Electronic check,True,74.4,True,True,Month-to-month,4,False,True
False,False,Fiber optic,Credit card (automatic),True,74.25,False,False,Month-to-month,9,False,True
False,False,DSL,Electronic check,True,59.85,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,69.6,False,False,Month-to-month,1,False,True
False,False,DSL,Electronic check,True,45.4,True,False,Month-to-month,9,False,True
False,False,No,Mailed check,False,19.5,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),True,87.15,False,False,Month-to-month,2,False,True
True,False,Fiber optic,Bank transfer (automatic),True,84.75,True,False,Month-to-month,3,True,True
False,False,Fiber optic,Electronic check,True,89.95,False,False,Month-to-month,14,False,True
False,True,Fiber optic,Electronic check,True,113.2,True,True,Month-to-month,41,False,True
False,True,Fiber optic,Electronic check,True,90.5,True,False,Month-to-month,13,False,True
False,False,Fiber optic,Electronic check,False,79.0,False,False,Month-to-month,2,False,True
False,False,No,Bank transfer (automatic),False,20.15,False,False,One year,18,True,True
False,False,Fiber optic,Electronic check,True,71.65,False,False,Month-to-month,1,True,True
False,False,No,Mailed check,False,20.35,False,False,Month-to-month,4,False,True
False,False,Fiber optic,Credit card (automatic),True,84.25,False,True,Month-to-month,38,False,True
False,False,Fiber optic,Bank transfer (automatic),False,78.1,True,False,Month-to-month,12,False,True
True,False,Fiber optic,Mailed check,False,89.65,True,True,Month-to-month,19,False,True
False,False,Fiber optic,Electronic check,True,98.7,True,False,Month-to-month,10,False,True
False,False,Fiber optic,Electronic check,False,76.35,False,True,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,79.15,False,False,Month-to-month,23,False,True
True,True,Fiber optic,Electronic check,True,85.0,True,False,Month-to-month,32,False,True
True,True,Fiber optic,Electronic check,False,85.3,True,False,Month-to-month,32,False,True
False,False,Fiber optic,Credit card (automatic),True,86.55,False,False,Month-to-month,31,True,True
False,False,Fiber optic,Credit card (automatic),True,73.85,False,False,Month-to-month,19,False,True
True,True,DSL,Electronic check,True,44.85,True,False,Month-to-month,57,False,True
False,True,DSL,Electronic check,False,45.1,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,96.0,True,False,Month-to-month,24,False,True
False,False,No,Bank transfer (automatic),False,20.05,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Bank transfer (automatic),False,108.65,True,True,Two year,65,True,True
False,False,DSL,Electronic check,True,45.55,False,False,Month-to-month,10,False,True
True,False,DSL,Electronic check,True,35.1,True,False,Month-to-month,2,False,True
